TYPEID,TIME,ACTIVITYID
2792,4200,4
2792,9600,5
2793,24000,1
2793,8400,3
2793,8400,4
2793,19200,5
2794,12000,1
2794,4200,3
2794,4200,4
2794,9600,5
2795,24000,1
2795,8400,3
2795,8400,4
2795,19200,5
2796,12000,1
2796,4200,3
2796,4200,4
2796,9600,5
2797,24000,1
2797,8400,3
2797,8400,4
2797,19200,5
2798,12000,1
2798,4200,3
2798,4200,4
2798,9600,5
2799,12000,1
2799,4200,3
2799,4200,4
2799,9600,5
2800,24000,1
2800,8400,3
2800,8400,4
2800,19200,5
2802,14400,1
2802,504,3
2802,504,4
2802,11520,5
2803,12000,1
2803,4200,3
2803,4200,4
2803,9600,5
2804,12000,1
2804,4200,3
2804,4200,4
2804,9600,5
2805,12000,1
2805,4200,3
2805,4200,4
2805,9600,5
2806,9000,1
2806,3150,3
2806,3150,4
2806,7200,5
2807,12000,1
2807,4200,3
2807,4200,4
2807,9600,5
2808,9000,1
2808,3150,3
2808,3150,4
2808,7200,5
2810,9000,1
2810,3150,3
2810,3150,4
2810,7200,5
2812,14400,1
2812,504,3
2812,504,4
2812,11520,5
2813,6000,1
2813,2100,3
2813,2100,4
2813,4800,5
2814,9000,1
2814,3150,3
2814,3150,4
2814,7200,5
2815,6000,1
2815,2100,3
2815,2100,4
2815,4800,5
2816,6000,1
2816,2100,3
2816,2100,4
2816,4800,5
2818,4800,1
2818,168,3
2818,168,4
2818,3840,5
2819,6000,1
2819,2100,3
2819,2100,4
2819,4800,5
2820,18000,1
2820,6300,3
2820,6300,4
2820,14400,5
2821,18000,1
2821,6300,3
2821,6300,4
2821,14400,5
2822,12000,1
2822,4200,3
2822,4200,4
2822,9600,5
2823,12000,1
2823,4200,3
2823,4200,4
2823,9600,5
2824,12000,1
2824,4200,3
2824,4200,4
2824,9600,5
2825,6000,1
2825,2100,3
2825,2100,4
2825,4800,5
2826,6000,1
2826,2100,3
2826,2100,4
2826,4800,5
2827,9000,1
2827,3150,3
2827,3150,4
2827,7200,5
2828,9000,1
2828,3150,3
2828,3150,4
2828,7200,5
2829,12000,1
2829,4200,3
2829,4200,4
2829,9600,5
2830,12000,1
2830,4200,3
2830,4200,4
2830,9600,5
2835,6000,1
2835,2100,3
2835,2100,4
2835,4800,5
2837,12000,1
2837,4200,3
2837,4200,4
2837,9600,5
2839,300,1
2839,105,3
2839,105,4
2839,240,5
2864,4200,3
2864,4200,4
2864,9600,5
2866,7020,1
2866,2457,3
2866,2457,4
2866,5616,5
2874,7020,1
2874,2457,3
2874,2457,4
2874,5616,5
2890,2340,1
2890,819,3
2890,819,4
2890,1872,5
2898,4680,1
2898,1638,3
2898,1638,4
2898,3744,5
2906,2340,1
2906,819,3
2906,819,4
2906,1872,5
2914,4680,1
2914,1638,3
2914,1638,4
2914,3744,5
2922,4680,1
2922,1638,3
2922,1638,4
2922,3744,5
2938,4680,1
2938,1638,3
2938,1638,4
2938,3744,5
2946,7020,1
2946,2457,3
2946,2457,4
2946,5616,5
2949,12000,1
2949,4200,3
2949,4200,4
2949,9600,5
2954,7020,1
2954,2457,3
2954,2457,4
2954,5616,5
2962,7020,1
2962,2457,3
2962,2457,4
2962,5616,5
2970,4680,1
2970,1638,3
2970,1638,4
2970,3744,5
2978,2340,1
2978,819,3
2978,819,4
2978,1872,5
2986,7020,1
2986,2457,3
2986,2457,4
2986,5616,5
2994,2340,1
2994,819,3
2994,819,4
2994,1872,5
3002,2340,1
3002,819,3
3002,819,4
3002,1872,5
3010,4680,1
3010,1638,3
3010,1638,4
3010,3744,5
3018,2340,1
3018,819,3
3018,819,4
3018,1872,5
3026,4680,1
3026,1638,3
3026,1638,4
3026,3744,5
3034,2340,1
3034,819,3
3034,819,4
3034,1872,5
3039,12000,1
3039,4200,3
3039,4200,4
3039,9600,5
3042,2340,1
3042,819,3
3042,819,4
3042,1872,5
3050,7020,1
3050,2457,3
3050,2457,4
3050,5616,5
3058,7020,1
3058,2457,3
3058,2457,4
3058,5616,5
3066,7020,1
3066,2457,3
3066,2457,4
3066,5616,5
3075,2340,1
3075,819,3
3075,819,4
3075,1872,5
3083,4680,1
3083,1638,3
3083,1638,4
3083,3744,5
3091,7020,1
3091,2457,3
3091,2457,4
3091,5616,5
3099,2340,1
3099,819,3
3099,819,4
3099,1872,5
3107,4680,1
3107,1638,3
3107,1638,4
3107,3744,5
3115,7020,1
3115,2457,3
3115,2457,4
3115,5616,5
3123,7020,1
3123,2457,3
3123,2457,4
3123,5616,5
3131,4680,1
3131,1638,3
3131,1638,4
3131,3744,5
3139,4680,1
3139,1638,3
3139,1638,4
3139,3744,5
3147,4680,1
3147,1638,3
3147,1638,4
3147,3744,5
3155,7020,1
3155,2457,3
3155,2457,4
3155,5616,5
3163,2340,1
3163,819,3
3163,819,4
3163,1872,5
3171,2340,1
3171,819,3
3171,819,4
3171,1872,5
3179,2340,1
3179,819,3
3179,819,4
3179,1872,5
3187,7020,1
3187,2457,3
3187,2457,4
3187,5616,5
3243,1800,1
3243,630,3
3243,630,4
3243,1440,5
3243,30900,8
3245,4680,1
3245,1638,3
3245,1638,4
3245,3744,5
3286,4680,1
3286,1638,3
3286,1638,4
3286,3744,5
3473,7020,1
3473,2457,3
3473,2457,4
3473,5616,5
3489,2340,1
3489,819,3
3489,819,4
3489,1872,5
3497,4680,1
3497,1638,3
3497,1638,4
3497,3744,5
3505,4680,1
3505,1638,3
3505,1638,4
3505,3744,5
3513,4680,1
3513,1638,3
3513,1638,4
3513,3744,5
3515,3000000,1
3515,42000,3
3515,42000,4
3515,2400000,5
3517,6000,1
3517,2100,3
3517,2100,4
3517,4800,5
3519,12000,1
3519,4200,3
3519,4200,4
3519,9600,5
3521,4680,1
3521,1638,3
3521,1638,4
3521,3744,5
3529,1800,1
3529,630,3
3529,630,4
3529,1440,5
3529,30900,8
3531,4680,1
3531,1638,3
3531,1638,4
3531,3744,5
3533,2100,3
3533,2100,4
3533,4800,5
3535,36000,1
3535,12600,3
3535,12600,4
3535,28800,5
3537,36000,1
3537,12600,3
3537,12600,4
3537,28800,5
3539,2700,1
3539,945,3
3539,945,4
3539,2160,5
3539,51000,8
3541,7020,1
3541,2457,3
3541,2457,4
3541,5616,5
3543,36000,1
3543,12600,3
3543,12600,4
3543,28800,5
3545,36000,1
3545,12600,3
3545,12600,4
3545,28800,5
3547,36000,1
3547,12600,3
3547,12600,4
3547,28800,5
3553,300,1
3553,105,3
3553,105,4
3553,240,5
3555,300,1
3555,105,3
3555,105,4
3555,240,5
3557,36000,1
3557,12600,3
3557,12600,4
3557,28800,5
3560,36000,1
3560,12600,3
3560,12600,4
3560,28800,5
3562,36000,1
3562,12600,3
3562,12600,4
3562,28800,5
3564,36000,1
3564,12600,3
3564,12600,4
3564,28800,5
3567,900,1
3567,315,3
3567,315,4
3567,720,5
3567,13800,8
3569,2340,1
3569,819,3
3569,819,4
3569,1872,5
3570,36000,1
3570,12600,3
3570,12600,4
3570,28800,5
3572,36000,1
3572,12600,3
3572,12600,4
3572,28800,5
3574,36000,1
3574,12600,3
3574,12600,4
3574,28800,5
3577,2700,1
3577,945,3
3577,945,4
3577,2160,5
3577,51000,8
3579,7020,1
3579,2457,3
3579,2457,4
3579,5616,5
3580,36000,1
3580,12600,3
3580,12600,4
3580,28800,5
3582,1800,1
3582,630,3
3582,630,4
3582,1440,5
3587,900,1
3587,315,3
3587,315,4
3587,720,5
3587,13800,8
3589,2340,1
3589,819,3
3589,819,4
3589,1872,5
3590,300,1
3590,105,3
3590,105,4
3590,240,5
3597,1800,1
3597,630,3
3597,630,4
3597,1440,5
3597,30900,8
3599,4680,1
3599,1638,3
3599,1638,4
3599,3744,5
3607,1800,1
3607,630,3
3607,630,4
3607,1440,5
3607,30900,8
3609,4680,1
3609,1638,3
3609,1638,4
3609,3744,5
3617,36000,1
3617,12600,3
3617,12600,4
3617,28800,5
3619,7020,1
3619,2457,3
3619,2457,4
3619,5616,5
3654,1800,1
3654,630,3
3654,630,4
3654,1440,5
3654,30900,8
3656,4680,1
3656,1638,3
3656,1638,4
3656,3744,5
3664,1800,1
3664,630,3
3664,630,4
3664,1440,5
3664,30900,8
3666,4680,1
3666,1638,3
3666,1638,4
3666,3744,5
3734,300,1
3734,105,3
3734,105,4
3734,240,5
3736,300,1
3736,105,3
3736,105,4
3736,240,5
3738,300,1
3738,105,3
3738,105,4
3738,240,5
3752,6000,1
3752,2100,3
3752,2100,4
3752,4800,5
3754,6000,1
3754,2100,3
3754,2100,4
3754,4800,5
3765,4500000,1
3765,63000,3
3765,63000,4
3765,3600000,5
3767,6000,1
3767,2100,3
3767,2100,4
3767,4800,5
3767,63900,8
3769,6000,1
3769,2100,3
3769,2100,4
3769,4800,5
3794,1800,1
3794,630,3
3794,630,4
3794,1440,5
3830,900,1
3830,315,3
3830,315,4
3830,720,5
3830,13800,8
3832,2340,1
3832,819,3
3832,819,4
3832,1872,5
3840,1800,1
3840,630,3
3840,630,4
3840,1440,5
3840,30900,8
3842,4680,1
3842,1638,3
3842,1638,4
3842,3744,5
3927,120,1
3927,105,3
3927,105,4
3927,96,5
3928,120,1
3928,105,3
3928,105,4
3928,96,5
3938,1800,1
3938,630,3
3938,630,4
3938,1440,5
3938,30900,8
3940,4680,1
3940,1638,3
3940,1638,4
3940,3744,5
3942,1800,1
3942,630,3
3942,630,4
3942,1440,5
3942,30900,8
3944,4680,1
3944,1638,3
3944,1638,4
3944,3744,5
3948,1800,1
3948,630,3
3948,630,4
3948,1440,5
3948,30900,8
3950,4680,1
3950,1638,3
3950,1638,4
3950,3744,5
3954,1800,1
3954,630,3
3954,630,4
3954,1440,5
3954,30900,8
3956,4680,1
3956,1638,3
3956,1638,4
3956,3744,5
3963,60000,1
3963,21000,3
3963,21000,4
3963,48000,5
3978,2700,1
3978,945,3
3978,945,4
3978,2160,5
3978,51000,8
3980,7020,1
3980,2457,3
3980,2457,4
3980,5616,5
3982,2700,1
3982,945,3
3982,945,4
3982,2160,5
3982,51000,8
3984,7020,1
3984,2457,3
3984,2457,4
3984,5616,5
3988,2700,1
3988,945,3
3988,945,4
3988,2160,5
3988,51000,8
3990,7020,1
3990,2457,3
3990,2457,4
3990,5616,5
3991,7020,1
3991,2457,3
3991,2457,4
3991,5616,5
3994,2700,1
3994,945,3
3994,945,4
3994,2160,5
3994,51000,8
3996,7020,1
3996,2457,3
3996,2457,4
3996,5616,5
4006,18000,1
4006,6300,3
4006,6300,4
4006,14400,5
4148,7020,1
4148,2457,3
4148,2457,4
4148,5616,5
4249,9360,1
4249,3276,3
4249,3276,4
4249,7488,5
4251,2340,1
4251,819,3
4251,819,4
4251,1872,5
4253,93600,1
4253,32760,3
4253,32760,4
4253,74880,5
4255,2340,1
4255,819,3
4255,819,4
4255,1872,5
4257,2340,1
4257,819,3
4257,819,4
4257,1872,5
4259,7020,1
4259,2457,3
4259,2457,4
4259,5616,5
4261,7020,1
4261,2457,3
4261,2457,4
4261,5616,5
4263,9360,1
4263,3276,3
4263,3276,4
4263,7488,5
4265,9360,1
4265,3276,3
4265,3276,4
4265,7488,5
4267,9360,1
4267,3276,3
4267,3276,4
4267,7488,5
4269,9360,1
4269,3276,3
4269,3276,4
4269,7488,5
4271,9360,1
4271,3276,3
4271,3276,4
4271,7488,5
4273,9360,1
4273,3276,3
4273,3276,4
4273,7488,5
4275,9360,1
4275,3276,3
4275,3276,4
4275,7488,5
4277,9360,1
4277,3276,3
4277,3276,4
4277,7488,5
4279,9360,1
4279,3276,3
4279,3276,4
4279,7488,5
4281,9360,1
4281,3276,3
4281,3276,4
4281,7488,5
4283,9360,1
4283,3276,3
4283,3276,4
4283,7488,5
4285,9360,1
4285,3276,3
4285,3276,4
4285,7488,5
4287,9360,1
4287,3276,3
4287,3276,4
4287,7488,5
4289,9360,1
4289,3276,3
4289,3276,4
4289,7488,5
4291,9360,1
4291,3276,3
4291,3276,4
4291,7488,5
4293,140400,1
4293,49140,3
4293,49140,4
4293,112320,5
4295,140400,1
4295,49140,3
4295,49140,4
4295,112320,5
4298,4680,1
4298,1638,3
4298,1638,4
4298,3744,5
4300,2340,1
4300,819,3
4300,819,4
4300,1872,5
4305,15000,1
4305,5250,3
4305,5250,4
4305,12000,5
4307,15000,1
4307,5250,3
4307,5250,4
4307,12000,5
4309,15000,1
4309,5250,3
4309,5250,4
4309,12000,5
4311,15000,1
4311,5250,3
4311,5250,4
4311,12000,5
4313,900,1
4313,315,3
4313,315,4
4313,720,5
4314,900,1
4314,315,3
4314,315,4
4314,720,5
4315,900,1
4315,315,3
4315,315,4
4315,720,5
4316,900,1
4316,315,3
4316,315,4
4316,720,5
4364,10,1
4364,4200,3
4364,4200,4
4364,8,5
4370,1500,1
4370,525,3
4370,525,4
4370,1200,5
4384,2700,1
4384,945,3
4384,945,4
4384,2160,5
4387,4500,1
4387,1575,3
4387,1575,4
4387,3600,5
4389,10,1
4389,4200,3
4389,4200,4
4389,8,5
4392,1800,1
4392,630,3
4392,630,4
4392,1440,5
4394,900,1
4394,315,3
4394,315,4
4394,720,5
4394,13800,8
4396,3000,1
4396,1050,3
4396,1050,4
4396,2400,5
4396,15600,8
4398,4500,1
4398,1575,3
4398,1575,4
4398,3600,5
4398,23400,8
4400,30000,1
4400,10500,3
4400,10500,4
4400,24000,5
4402,45000,1
4402,15750,3
4402,15750,4
4402,36000,5
4404,900,1
4404,315,3
4404,315,4
4404,720,5
4406,2340,1
4406,819,3
4406,819,4
4406,1872,5
4408,300,1
4408,105,3
4408,105,4
4408,240,5
4410,1800,1
4410,630,3
4410,630,4
4410,1440,5
9945,900,1
9945,315,3
9945,315,4
9945,720,5
9945,13800,8
10040,300,1
10040,105,3
10040,105,4
10040,240,5
10191,2340,1
10191,819,3
10191,819,4
10191,1872,5
10247,300,1
10247,105,3
10247,105,4
10247,240,5
10247,7800,8
10251,1500,1
10251,525,3
10251,525,4
10251,1200,5
10630,900,1
10630,315,3
10630,315,4
10630,720,5
10630,13800,8
10632,2340,1
10632,819,3
10632,819,4
10632,1872,5
10643,1800,1
10643,630,3
10643,630,4
10643,1440,5
10679,900,1
10679,315,3
10679,315,4
10679,720,5
10679,13800,8
10681,2340,1
10681,819,3
10681,819,4
10681,1872,5
10837,900,1
10837,315,3
10837,315,4
10837,720,5
10837,13800,8
10839,1800,1
10839,630,3
10839,630,4
10839,1440,5
10839,30900,8
10841,2700,1
10841,945,3
10841,945,4
10841,2160,5
10841,51000,8
10843,7020,1
10843,2457,3
10843,2457,4
10843,5616,5
10851,2340,1
10851,819,3
10851,819,4
10851,1872,5
10859,4680,1
10859,1638,3
10859,1638,4
10859,3744,5
11012,12000,1
11012,4200,3
11012,4200,4
11012,9600,5
11074,9000,1
11074,3150,3
11074,3150,4
11074,7200,5
11130,6000,1
11130,2100,3
11130,2100,4
11130,4800,5
11133,6000,1
11133,2100,3
11133,2100,4
11133,4800,5
11135,6000,1
11135,2100,3
11135,2100,4
11135,4800,5
11173,120000,1
11173,42000,3
11173,42000,4
11173,96000,5
11175,120000,1
11175,42000,3
11175,42000,4
11175,96000,5
11177,120000,1
11177,42000,3
11177,42000,4
11177,96000,5
11179,120000,1
11179,42000,3
11179,42000,4
11179,96000,5
11183,120000,1
11183,42000,3
11183,42000,4
11183,96000,5
11185,120000,1
11185,42000,3
11185,42000,4
11185,96000,5
11187,120000,1
11187,42000,3
11187,42000,4
11187,96000,5
11189,120000,1
11189,42000,3
11189,42000,4
11189,96000,5
11191,120000,1
11191,42000,3
11191,42000,4
11191,96000,5
11193,120000,1
11193,42000,3
11193,42000,4
11193,96000,5
11195,120000,1
11195,42000,3
11195,42000,4
11195,96000,5
11197,120000,1
11197,42000,3
11197,42000,4
11197,96000,5
11199,120000,1
11199,42000,3
11199,42000,4
11199,96000,5
11201,120000,1
11201,42000,3
11201,42000,4
11201,96000,5
11203,120000,1
11203,42000,3
11203,42000,4
11203,96000,5
11216,900,1
11216,315,3
11216,315,4
11216,720,5
11218,900,1
11218,315,3
11218,315,4
11218,720,5
11218,13800,8
11220,2340,1
11220,819,3
11220,819,4
11220,1872,5
11226,900,1
11226,315,3
11226,315,4
11226,720,5
11228,900,1
11228,315,3
11228,315,4
11228,720,5
11228,13800,8
11230,2340,1
11230,819,3
11230,819,4
11230,1872,5
11236,900,1
11236,315,3
11236,315,4
11236,720,5
11238,900,1
11238,315,3
11238,315,4
11238,720,5
11238,13800,8
11240,2340,1
11240,819,3
11240,819,4
11240,1872,5
11246,900,1
11246,315,3
11246,315,4
11246,720,5
11248,900,1
11248,315,3
11248,315,4
11248,720,5
11248,13800,8
11250,2340,1
11250,819,3
11250,819,4
11250,1872,5
11256,900,1
11256,315,3
11256,315,4
11256,720,5
11258,900,1
11258,315,3
11258,315,4
11258,720,5
11258,13800,8
11260,2340,1
11260,819,3
11260,819,4
11260,1872,5
11266,900,1
11266,315,3
11266,315,4
11266,720,5
11268,900,1
11268,315,3
11268,315,4
11268,720,5
11268,13800,8
11270,2340,1
11270,819,3
11270,819,4
11270,1872,5
11278,900,1
11278,315,3
11278,315,4
11278,720,5
11278,13800,8
11280,2700,1
11280,945,3
11280,945,4
11280,2160,5
11280,51000,8
11284,600,1
11284,210,3
11284,210,4
11284,480,5
11286,600,1
11286,210,3
11286,210,4
11286,480,5
11288,900,1
11288,315,3
11288,315,4
11288,720,5
11290,900,1
11290,315,3
11290,315,4
11290,720,5
11292,900,1
11292,315,3
11292,315,4
11292,720,5
11292,13800,8
11294,900,1
11294,315,3
11294,315,4
11294,720,5
11294,13800,8
11296,900,1
11296,315,3
11296,315,4
11296,720,5
11296,13800,8
11298,900,1
11298,315,3
11298,315,4
11298,720,5
11298,13800,8
11300,1800,1
11300,630,3
11300,630,4
11300,1440,5
11300,30900,8
11302,900,1
11302,315,3
11302,315,4
11302,720,5
11302,13800,8
11304,900,1
11304,315,3
11304,315,4
11304,720,5
11304,13800,8
11306,900,1
11306,315,3
11306,315,4
11306,720,5
11306,13800,8
11356,900,1
11356,315,3
11356,315,4
11356,720,5
11356,13800,8
11358,1800,1
11358,630,3
11358,630,4
11358,1440,5
11358,30900,8
11360,2700,1
11360,945,3
11360,945,4
11360,2160,5
11360,51000,8
11366,120000,1
11366,42000,3
11366,42000,4
11366,96000,5
11372,120000,1
11372,42000,3
11372,42000,4
11372,96000,5
11374,120000,1
11374,42000,3
11374,42000,4
11374,96000,5
11376,120000,1
11376,42000,3
11376,42000,4
11376,96000,5
11378,120000,1
11378,42000,3
11378,42000,4
11378,96000,5
11380,120000,1
11380,42000,3
11380,42000,4
11380,96000,5
11382,120000,1
11382,42000,3
11382,42000,4
11382,96000,5
11384,120000,1
11384,42000,3
11384,42000,4
11384,96000,5
11388,120000,1
11388,42000,3
11388,42000,4
11388,96000,5
11390,120000,1
11390,42000,3
11390,42000,4
11390,96000,5
11394,120000,1
11394,42000,3
11394,42000,4
11394,96000,5
11401,120000,1
11401,42000,3
11401,42000,4
11401,96000,5
11562,1800,1
11562,630,3
11562,630,4
11562,1440,5
11562,30900,8
11564,900,1
11564,315,3
11564,315,4
11564,720,5
11564,13800,8
11568,4500000,1
11568,63000,3
11568,63000,4
11568,3600000,5
11612,900,1
11612,315,3
11612,315,4
11612,720,5
11612,13800,8
11613,900,1
11613,315,3
11613,315,4
11613,720,5
11613,13800,8
11614,1800,1
11614,630,3
11614,630,4
11614,1440,5
11614,30900,8
11616,900,1
11616,315,3
11616,315,4
11616,720,5
11616,13800,8
11617,1800,1
11617,630,3
11617,630,4
11617,1440,5
11617,30900,8
11619,900,1
11619,315,3
11619,315,4
11619,720,5
11619,13800,8
11620,1800,1
11620,630,3
11620,630,4
11620,1440,5
11620,30900,8
11621,1800,1
11621,630,3
11621,630,4
11621,1440,5
11621,30900,8
11622,1800,1
11622,630,3
11622,630,4
11622,1440,5
11622,30900,8
11623,1800,1
11623,630,3
11623,630,4
11623,1440,5
11623,30900,8
11624,1800,1
11624,630,3
11624,630,4
11624,1440,5
11624,30900,8
11625,1800,1
11625,630,3
11625,630,4
11625,1440,5
11625,30900,8
11626,1800,1
11626,630,3
11626,630,4
11626,1440,5
11626,30900,8
11628,1800,1
11628,630,3
11628,630,4
11628,1440,5
11628,30900,8
11629,1800,1
11629,630,3
11629,630,4
11629,1440,5
11629,30900,8
11630,1800,1
11630,630,3
11630,630,4
11630,1440,5
11630,30900,8
11631,1800,1
11631,630,3
11631,630,4
11631,1440,5
11631,30900,8
11632,1800,1
11632,630,3
11632,630,4
11632,1440,5
11632,30900,8
11634,900,1
11634,315,3
11634,315,4
11634,720,5
11634,13800,8
11641,2340,1
11641,819,3
11641,819,4
11641,1872,5
11643,2340,1
11643,819,3
11643,819,4
11643,1872,5
11645,2340,1
11645,819,3
11645,819,4
11645,1872,5
11647,2340,1
11647,819,3
11647,819,4
11647,1872,5
11649,2340,1
11649,819,3
11649,819,4
11649,1872,5
11747,2340,1
11747,819,3
11747,819,4
11747,1872,5
11750,4680,1
11750,1638,3
11750,1638,4
11750,3744,5
11754,4680,1
11754,1638,3
11754,1638,4
11754,3744,5
11758,4680,1
11758,1638,3
11758,1638,4
11758,3744,5
11762,4680,1
11762,1638,3
11762,1638,4
11762,3744,5
11766,4680,1
11766,1638,3
11766,1638,4
11766,3744,5
11770,1800,1
11770,630,3
11770,630,4
11770,1440,5
11770,30900,8
11771,4680,1
11771,1638,3
11771,1638,4
11771,3744,5
11775,4680,1
11775,1638,3
11775,1638,4
11775,3744,5
11779,4680,1
11779,1638,3
11779,1638,4
11779,3744,5
11783,4680,1
11783,1638,3
11783,1638,4
11783,3744,5
11787,4680,1
11787,1638,3
11787,1638,4
11787,3744,5
11791,4680,1
11791,1638,3
11791,1638,4
11791,3744,5
11795,2340,1
11795,819,3
11795,819,4
11795,1872,5
11798,1800,1
11798,630,3
11798,630,4
11798,1440,5
11798,30900,8
11799,4680,1
11799,1638,3
11799,1638,4
11799,3744,5
11803,1800,1
11803,630,3
11803,630,4
11803,1440,5
11803,30900,8
11804,4680,1
11804,1638,3
11804,1638,4
11804,3744,5
11808,4680,1
11808,1638,3
11808,1638,4
11808,3744,5
11812,2340,1
11812,819,3
11812,819,4
11812,1872,5
11820,900,1
11820,315,3
11820,315,4
11820,720,5
11820,13800,8
11821,2340,1
11821,819,3
11821,819,4
11821,1872,5
11824,900,1
11824,315,3
11824,315,4
11824,720,5
11824,13800,8
11825,2340,1
11825,819,3
11825,819,4
11825,1872,5
11828,900,1
11828,315,3
11828,315,4
11828,720,5
11828,13800,8
11829,2340,1
11829,819,3
11829,819,4
11829,1872,5
11832,900,1
11832,315,3
11832,315,4
11832,720,5
11832,13800,8
11833,2340,1
11833,819,3
11833,819,4
11833,1872,5
11836,900,1
11836,315,3
11836,315,4
11836,720,5
11836,13800,8
11837,2340,1
11837,819,3
11837,819,4
11837,1872,5
11840,4680,1
11840,1638,3
11840,1638,4
11840,3744,5
11844,4680,1
11844,1638,3
11844,1638,4
11844,3744,5
11848,2340,1
11848,819,3
11848,819,4
11848,1872,5
11851,4680,1
11851,1638,3
11851,1638,4
11851,3744,5
11857,2500,1
11857,1050,3
11857,1050,4
11857,2000,5
11859,2500,1
11859,2100,3
11859,2100,4
11859,2000,5
11860,2500,1
11860,2100,3
11860,2100,4
11860,2000,5
11861,2500,1
11861,2100,3
11861,2100,4
11861,2000,5
11862,25000,1
11862,105,3
11862,105,4
11862,20000,5
11863,25000,1
11863,105,3
11863,105,4
11863,20000,5
11864,25000,1
11864,105,3
11864,105,4
11864,20000,5
11865,25000,1
11865,105,3
11865,105,4
11865,20000,5
11866,25000,1
11866,105,3
11866,105,4
11866,20000,5
11867,2500,1
11867,210,3
11867,210,4
11867,2000,5
11868,2500,1
11868,2100,3
11868,2100,4
11868,2000,5
11869,2500,1
11869,2100,3
11869,2100,4
11869,2000,5
11870,2500,1
11870,2100,3
11870,2100,4
11870,2000,5
11871,25000,1
11871,1050,3
11871,1050,4
11871,20000,5
11872,2500,1
11872,2100,3
11872,2100,4
11872,2000,5
11873,2500,1
11873,2100,3
11873,2100,4
11873,2000,5
11874,2500,1
11874,2100,3
11874,2100,4
11874,2000,5
11876,2500,1
11876,1050,3
11876,1050,4
11876,2000,5
11877,2500,1
11877,1050,3
11877,1050,4
11877,2000,5
11878,2500,1
11878,1050,3
11878,1050,4
11878,2000,5
11879,2500,1
11879,1050,3
11879,1050,4
11879,2000,5
11880,2500,1
11880,1050,3
11880,1050,4
11880,2000,5
11881,2500,1
11881,1050,3
11881,1050,4
11881,2000,5
11882,2500,1
11882,1050,3
11882,1050,4
11882,2000,5
11883,2500,1
11883,1050,3
11883,1050,4
11883,2000,5
11884,2500,1
11884,1050,3
11884,1050,4
11884,2000,5
11885,2500,1
11885,1050,3
11885,1050,4
11885,2000,5
11886,2500,1
11886,1050,3
11886,1050,4
11886,2000,5
11887,2500,1
11887,2100,3
11887,2100,4
11887,2000,5
11888,2500,1
11888,2100,3
11888,2100,4
11888,2000,5
11889,2500,1
11889,2100,3
11889,2100,4
11889,2000,5
11890,2500,1
11890,2100,3
11890,2100,4
11890,2000,5
11891,2500,1
11891,2100,3
11891,2100,4
11891,2000,5
11892,25000,1
11892,105,3
11892,105,4
11892,20000,5
11937,18000,1
11937,6300,3
11937,6300,4
11937,14400,5
11939,18000,1
11939,6300,3
11939,6300,4
11939,14400,5
11958,240000,1
11958,84000,3
11958,84000,4
11958,192000,5
11960,240000,1
11960,84000,3
11960,84000,4
11960,192000,5
11962,240000,1
11962,84000,3
11962,84000,4
11962,192000,5
11964,240000,1
11964,84000,3
11964,84000,4
11964,192000,5
11966,240000,1
11966,84000,3
11966,84000,4
11966,192000,5
11970,240000,1
11970,84000,3
11970,84000,4
11970,192000,5
11972,240000,1
11972,84000,3
11972,84000,4
11972,192000,5
11979,240000,1
11979,84000,3
11979,84000,4
11979,192000,5
11986,240000,1
11986,84000,3
11986,84000,4
11986,192000,5
11988,240000,1
11988,84000,3
11988,84000,4
11988,192000,5
11990,240000,1
11990,84000,3
11990,84000,4
11990,192000,5
11994,240000,1
11994,84000,3
11994,84000,4
11994,192000,5
11996,240000,1
11996,84000,3
11996,84000,4
11996,192000,5
12000,240000,1
12000,84000,3
12000,84000,4
12000,192000,5
12004,240000,1
12004,84000,3
12004,84000,4
12004,192000,5
12006,240000,1
12006,84000,3
12006,84000,4
12006,192000,5
12012,240000,1
12012,84000,3
12012,84000,4
12012,192000,5
12014,240000,1
12014,84000,3
12014,84000,4
12014,192000,5
12016,240000,1
12016,84000,3
12016,84000,4
12016,192000,5
12018,240000,1
12018,84000,3
12018,84000,4
12018,192000,5
12020,240000,1
12020,84000,3
12020,84000,4
12020,192000,5
12022,240000,1
12022,84000,3
12022,84000,4
12022,192000,5
12024,240000,1
12024,84000,3
12024,84000,4
12024,192000,5
12031,120000,1
12031,42000,3
12031,42000,4
12031,96000,5
12035,120000,1
12035,42000,3
12035,42000,4
12035,96000,5
12037,120000,1
12037,42000,3
12037,42000,4
12037,96000,5
12041,120000,1
12041,42000,3
12041,42000,4
12041,96000,5
12043,120000,1
12043,42000,3
12043,42000,4
12043,96000,5
12045,120000,1
12045,42000,3
12045,42000,4
12045,96000,5
12053,1800,1
12053,630,3
12053,630,4
12053,1440,5
12053,30900,8
12055,2700,1
12055,945,3
12055,945,4
12055,2160,5
12055,51000,8
12057,1800,1
12057,630,3
12057,630,4
12057,1440,5
12057,30900,8
12059,4680,1
12059,1638,3
12059,1638,4
12059,3744,5
12067,2700,1
12067,945,3
12067,945,4
12067,2160,5
12067,51000,8
12069,7020,1
12069,2457,3
12069,2457,4
12069,5616,5
12077,4680,1
12077,1638,3
12077,1638,4
12077,3744,5
12085,7020,1
12085,2457,3
12085,2457,4
12085,5616,5
12103,7020,1
12103,2457,3
